Source,Target,StartTime,EndTime,Duration
S1,N25,00:42:50,00:51:30,520
S26,N25,00:42:50,00:51:30,520
S24,N12,00:43:00,00:52:15,555
S13,N4,00:43:10,00:53:05,595
S10,N11,00:43:25,00:56:05,760
S25,N6,00:43:25,00:47:15,230
S12,N5,00:43:30,00:56:05,755
S25,N4,00:43:30,00:55:50,740
S11,N10,00:43:40,00:53:25,585
S12,N7,00:45:40,00:47:55,135
S10,N3,00:46:00,00:58:35,755
S24,N6,00:46:10,00:57:35,685
S25,N25,00:47:10,00:59:30,740
S12,N25,00:47:25,00:58:25,660
S14,N26,00:47:30,00:55:35,485
S24,N27,00:47:30,01:00:00,750
S11,N7,00:47:45,00:59:00,675
S12,N27,00:47:55,00:59:00,665
S12,N4,00:48:05,01:00:35,750
S25,N5,00:48:05,00:55:15,430
S24,N2,00:48:15,00:56:05,470
S24,N0,00:48:15,00:53:25,310
S11,N9,00:48:20,00:57:45,565
S14,N35,00:48:25,00:58:20,595
S24,N29,00:48:40,00:54:25,345
S10,N10,00:48:50,01:01:15,745
S11,N8,00:48:50,00:54:00,310
S12,N6,00:48:50,00:53:10,260
S9,N11,00:50:05,01:01:35,690
S24,N4,00:50:05,01:01:40,695
S23,N1,00:50:15,00:58:35,500
S13,N2,00:50:20,00:54:00,220
S11,N5,00:50:35,01:01:15,640
S16,N31,00:50:55,00:53:15,140
S14,N33,00:51:20,00:53:30,130
S13,N26,00:51:25,01:03:30,725
S11,N6,00:51:30,01:03:05,695
S24,N5,00:51:45,01:03:50,725
S13,N29,00:51:55,00:54:20,145
S23,N6,00:51:55,01:04:20,745
S10,N8,00:52:05,01:03:45,700
S12,N2,00:52:25,01:03:50,685
S15,N31,00:52:40,01:02:05,565
S9,N3,00:52:45,01:04:00,675
S15,N28,00:52:55,00:59:25,390
S10,N7,00:53:20,01:05:50,750
S11,N27,00:53:25,01:05:55,750
S12,N29,00:53:25,01:04:35,670
S23,N7,00:53:30,01:04:40,670
S24,N25,00:53:40,01:05:25,705
S23,N8,00:53:50,00:59:45,355
S12,N0,00:54:10,01:04:45,635
S24,N9,00:54:45,01:04:45,600
S11,N4,00:55:05,01:06:05,660
S23,N27,00:55:10,01:04:40,570
S9,N10,00:55:25,01:07:05,700
S13,N32,00:55:25,01:04:35,550
S14,N28,00:56:20,01:06:50,630
S22,N8,00:57:10,01:09:00,710
S10,N6,00:57:15,01:09:40,745
S14,N31,00:57:15,01:08:45,690
S12,N26,00:57:30,01:09:50,740
S11,N1,00:57:35,01:07:15,580
S23,N5,00:57:55,01:10:05,730
S9,N8,00:58:00,01:10:20,740
S11,N2,00:58:00,01:10:30,750
S8,N11,00:58:40,01:04:30,350
S11,N29,00:58:50,01:11:20,750
S22,N7,00:59:00,01:11:30,750
S11,N0,00:59:15,01:11:45,750
S23,N9,00:59:35,01:12:05,750
S22,N6,00:59:40,01:08:55,555
S12,N32,00:59:45,01:11:50,725
S23,N4,00:59:55,01:04:20,265
S11,N12,01:00:15,01:10:35,620
S22,N10,01:00:45,01:10:10,565
S9,N7,01:01:00,01:10:40,580
S10,N27,01:01:00,01:10:55,595
S13,N28,01:01:25,01:13:25,720
S12,N19,01:01:45,01:10:50,545
S10,N1,01:02:15,01:14:40,745
S8,N3,01:02:35,01:05:50,195
S13,N31,01:02:50,01:15:10,740
S21,N8,01:03:10,01:15:25,735
S23,N25,01:03:10,01:09:05,355
S8,N10,01:04:45,01:09:45,300
S10,N12,01:05:10,01:17:35,745
S11,N26,01:05:15,01:15:30,615
S9,N6,01:05:20,01:14:15,535
S21,N10,01:05:20,01:17:45,745
S10,N2,01:05:35,01:15:55,620
S12,N16,01:05:35,01:06:55,80
S11,N32,01:05:40,01:18:15,755
S8,N8,01:06:00,01:14:45,525
S11,N19,01:06:05,01:17:55,710
S10,N29,01:06:10,01:17:00,650
S10,N0,01:06:10,01:17:40,690
S22,N9,01:06:20,01:18:00,700
S22,N5,01:06:30,01:14:30,480
S21,N7,01:06:40,01:16:30,590
S11,N16,01:06:45,01:16:25,580
S12,N28,01:07:15,01:19:45,750
S21,N3,01:07:40,01:18:35,655
S9,N1,01:08:50,01:20:40,710
S12,N31,01:08:55,01:21:25,750
S11,N13,01:10:10,01:18:00,470
S10,N17,01:10:15,01:19:55,580
S21,N11,01:11:00,01:17:00,360
S10,N16,01:11:25,01:23:10,705
S20,N8,01:11:35,01:19:45,490
S9,N12,01:11:40,01:23:45,725
S10,N19,01:11:50,01:24:20,750
S20,N10,01:12:00,01:23:40,700
S10,N32,01:12:40,01:24:35,715
S20,N3,01:12:50,01:25:30,760
S11,N28,01:13:25,01:26:05,760
S20,N11,01:13:55,01:25:30,695
S10,N13,01:14:20,01:24:45,625
S9,N17,01:14:55,01:26:45,710
S9,N0,01:15:00,01:22:45,465
S10,N26,01:15:05,01:20:15,310
S11,N31,01:15:10,01:27:45,755
S21,N9,01:15:15,01:22:50,455
S9,N23,01:15:40,01:23:30,470
S9,N29,01:16:00,01:21:20,320
S9,N16,01:17:05,01:29:35,750
S9,N2,01:17:15,01:18:30,75
S10,N21,01:17:15,01:19:20,125
S8,N1,01:17:25,01:25:50,505
S9,N19,01:18:15,01:30:45,750
S9,N14,01:18:55,01:24:15,320
S9,N30,01:19:20,01:26:30,430
S9,N13,01:19:25,01:31:00,695
S9,N21,01:19:25,01:27:25,480
S19,N11,01:19:30,01:32:10,760
S8,N12,01:19:35,01:29:40,605
S8,N23,01:19:40,01:30:35,655
S10,N28,01:19:45,01:32:25,760
S19,N3,01:19:50,01:31:25,695
S9,N32,01:20:10,01:31:05,655
S8,N17,01:20:35,01:33:10,755
S9,N22,01:20:40,01:26:30,350
S10,N34,01:20:55,01:25:05,250
S19,N10,01:21:15,01:27:55,400
S10,N31,01:21:30,01:34:00,750
S8,N24,01:22:05,01:26:30,265
S8,N14,01:22:15,01:31:30,555
S8,N16,01:23:20,01:36:00,760
S8,N30,01:23:25,01:33:05,580
S8,N18,01:23:50,01:30:00,370
S8,N21,01:23:50,01:33:50,600
S8,N22,01:24:25,01:33:10,525
S7,N23,01:24:55,01:37:00,725
S7,N24,01:24:55,01:34:15,560
S7,N15,01:25:00,01:33:00,480
S8,N19,01:25:00,01:37:15,735
S8,N13,01:25:05,01:37:05,720
S9,N34,01:25:10,01:30:50,340
S8,N20,01:25:50,01:26:30,40
S9,N28,01:26:05,01:38:40,755
S18,N11,01:26:30,01:38:15,705
S8,N36,01:26:45,01:31:25,280
S7,N17,01:26:55,01:39:30,755
S7,N14,01:27:00,01:37:50,650
S7,N20,01:27:30,01:35:10,460
S8,N32,01:27:35,01:38:05,630
S7,N18,01:27:40,01:36:45,545
S9,N31,01:27:45,01:40:00,735
S7,N30,01:28:25,01:39:10,645
S7,N12,01:28:30,01:35:30,420
S18,N3,01:28:45,01:36:30,465
S7,N21,01:29:00,01:39:50,650
S6,N15,01:29:10,01:39:50,640
S7,N22,01:29:15,01:39:10,595
S6,N24,01:29:35,01:40:45,670
S7,N16,01:29:50,01:42:25,755
S8,N34,01:30:10,01:35:55,345
S7,N36,01:30:35,01:37:45,430
S6,N23,01:30:50,01:43:20,750
S7,N13,01:31:00,01:43:00,720
S7,N19,01:31:45,01:44:00,735
S6,N20,01:31:50,01:41:30,580
S6,N14,01:32:20,01:43:55,695
S8,N28,01:32:25,01:44:30,725
S6,N18,01:32:30,01:42:50,620
S6,N17,01:33:30,01:46:00,750
S6,N30,01:33:50,01:45:05,675
S8,N31,01:34:10,01:45:20,670
S5,N15,01:34:25,01:46:05,700
S6,N21,01:34:30,01:45:40,670
S6,N22,01:34:30,01:44:55,625
S7,N32,01:34:30,01:45:30,660
S17,N11,01:34:40,01:44:10,570
S5,N24,01:35:00,01:47:00,720
S6,N36,01:35:20,01:43:25,485
S7,N34,01:35:40,01:40:25,285
S6,N16,01:36:20,01:48:55,755
S5,N20,01:36:50,01:47:30,640
S5,N23,01:37:00,01:49:40,760
S6,N13,01:37:05,01:48:50,705
S6,N12,01:37:25,01:42:10,285
S5,N18,01:37:50,01:48:40,650
S5,N14,01:38:05,01:49:50,705
S6,N19,01:38:15,01:50:45,750
S7,N28,01:38:55,01:49:40,645
S5,N30,01:39:35,01:50:45,670
S5,N17,01:40:00,01:52:35,755
S4,N15,01:40:05,01:52:15,730
S5,N22,01:40:05,01:50:25,620
S5,N21,01:40:20,01:51:15,655
S5,N36,01:40:35,01:48:40,485
S4,N24,01:40:50,01:53:05,735
S6,N32,01:40:55,01:53:00,725
S7,N31,01:41:05,01:49:30,505
S4,N20,01:42:20,01:53:15,655
S5,N16,01:42:45,01:55:15,750
S5,N13,01:43:15,01:54:10,655
S4,N23,01:43:20,01:55:55,755
S4,N18,01:43:30,01:54:15,645
S16,N11,01:43:30,01:50:25,415
S4,N14,01:44:00,01:55:35,695
S5,N12,01:44:30,01:50:50,380
S5,N19,01:44:40,01:57:10,750
S6,N26,01:45:20,01:53:45,505
S4,N30,01:45:30,01:56:10,640
S4,N22,01:46:00,01:55:30,570
S3,N15,01:46:05,01:58:15,730
S4,N36,01:46:10,01:53:30,440
S4,N21,01:46:15,01:56:25,610
S6,N28,01:46:15,01:53:20,425
S4,N17,01:46:25,01:59:05,760
S3,N24,01:46:55,01:59:05,730
S5,N32,01:47:15,01:59:50,755
S7,N35,01:47:50,01:55:45,475
S3,N20,01:48:05,01:58:45,640
S4,N16,01:49:05,02:01:05,720
S3,N18,01:49:20,01:59:35,615
S3,N23,01:49:40,02:02:05,745
S4,N13,01:49:40,01:58:50,550
S3,N14,01:50:05,02:01:00,655
S4,N12,01:50:25,01:59:50,565
S5,N26,01:50:40,02:02:20,700
S4,N19,01:51:05,02:02:50,705
S7,N33,01:51:10,01:57:25,375
S3,N30,01:51:40,02:01:00,560
S15,N11,01:51:40,01:57:50,370
S2,N15,01:52:10,02:04:10,720
S3,N22,01:52:10,02:00:00,470
S3,N36,01:52:20,01:57:35,315
S6,N35,01:52:20,02:04:25,725
S3,N21,01:52:35,02:01:00,505
S3,N17,01:52:50,02:05:00,730
S2,N24,01:53:00,02:04:55,715
S4,N32,01:53:45,02:05:35,710
S2,N20,01:54:05,02:03:50,585
S4,N0,01:54:05,02:03:20,555
S6,N33,01:54:50,02:06:40,710
S4,N29,01:55:10,02:03:35,505
S2,N18,01:55:30,02:04:15,525
S3,N16,01:55:45,02:06:00,615
S2,N23,01:56:00,02:07:45,705
S3,N12,01:56:15,02:08:00,705
S2,N14,01:56:25,02:05:50,565
S4,N26,01:56:40,02:09:10,750
S4,N2,01:56:50,02:02:35,345
S19,N33,01:57:15,02:03:10,355
S3,N13,01:57:20,02:01:45,265
S16,N9,01:58:00,02:02:30,270
S3,N19,01:58:10,02:07:15,545
S14,N11,01:58:15,02:06:35,500
S1,N15,01:58:20,02:09:40,680
S3,N1,01:58:20,02:05:30,430
S26,N15,01:58:20,02:09:40,680
S2,N30,01:58:30,02:04:45,375
S5,N35,01:58:30,02:10:40,730
S1,N24,01:59:15,02:10:10,655
S26,N24,01:59:15,02:10:10,655
S2,N17,01:59:25,02:10:05,640
S3,N0,01:59:30,02:11:35,725
S2,N22,01:59:35,02:02:50,195
S2,N21,02:00:00,02:03:50,230
S3,N29,02:00:15,02:12:10,715
S1,N20,02:00:25,02:08:15,470
S26,N20,02:00:25,02:08:15,470
S18,N33,02:00:30,02:12:20,710
S5,N33,02:00:50,02:13:05,735
S3,N2,02:01:00,02:12:15,675
S3,N32,02:01:10,02:09:40,510
S15,N9,02:01:55,02:12:45,650
S2,N12,02:02:20,02:14:50,750
S1,N18,02:02:25,02:07:50,325
S26,N18,02:02:25,02:07:50,325
S1,N23,02:02:35,02:12:30,595
S26,N23,02:02:35,02:12:30,595
S18,N35,02:02:55,02:12:20,565
S14,N3,02:03:05,02:06:45,220
S2,N1,02:03:10,02:14:35,685
S16,N25,02:03:30,02:10:35,425
S1,N14,02:03:35,02:09:15,340
S26,N14,02:03:35,02:09:15,340
S3,N26,02:03:40,02:14:10,630
S2,N16,02:03:55,02:08:40,285
S13,N11,02:04:15,02:15:10,655
S25,N15,02:04:45,02:14:30,585
S2,N0,02:05:40,02:18:00,740
S15,N5,02:05:55,02:14:10,495
S25,N24,02:05:55,02:14:40,525
S2,N29,02:06:20,02:18:40,740
S17,N33,02:06:30,02:18:45,735
S2,N2,02:06:45,02:19:15,750
S4,N35,02:06:55,02:14:25,450
S1,N17,02:07:15,02:13:20,365
S26,N17,02:07:15,02:13:20,365
S13,N3,02:07:20,02:17:15,595
S14,N9,02:07:30,02:20:05,755
S15,N25,02:07:30,02:19:30,720
S17,N35,02:07:30,02:19:55,745
S3,N4,02:07:50,02:12:05,255
S25,N20,02:08:20,02:10:30,130
S1,N1,02:09:05,02:21:35,750
S1,N12,02:09:05,02:20:10,665
S26,N1,02:09:05,02:21:35,750
S26,N12,02:09:05,02:20:10,665
S4,N33,02:09:10,02:17:15,485
S2,N27,02:09:30,02:18:50,560
S12,N11,02:10:15,02:22:40,745
S14,N5,02:10:30,02:22:40,730
S25,N23,02:10:35,02:15:20,285
S2,N4,02:10:40,02:22:10,690
S15,N4,02:11:30,02:18:15,405
S13,N10,02:11:35,02:18:30,415
S24,N15,02:12:05,02:17:50,345
S3,N25,02:12:25,02:15:30,185
S12,N3,02:12:50,02:25:10,740
S1,N0,02:13:15,02:22:20,545
S26,N0,02:13:15,02:22:20,545
S14,N25,02:13:40,02:25:50,730
S1,N6,02:13:45,02:23:25,580
S26,N6,02:13:45,02:23:25,580
S1,N2,02:13:50,02:24:20,630
S1,N29,02:13:50,02:23:15,565
S26,N2,02:13:50,02:24:20,630
S26,N29,02:13:50,02:23:15,565
S13,N9,02:14:15,02:25:35,680
S16,N35,02:14:15,02:25:45,690
S1,N27,02:14:20,02:26:45,745
S26,N27,02:14:20,02:26:45,745
S2,N25,02:14:25,02:25:55,690
S24,N24,02:14:45,02:16:15,90
S16,N33,02:14:55,02:23:05,490
S14,N4,02:15:10,02:27:10,720
S13,N7,02:15:25,02:24:40,555
S14,N27,02:15:50,02:24:45,535
S12,N10,02:15:55,02:27:40,705
S25,N1,02:16:05,02:26:40,635
S1,N4,02:16:30,02:28:50,740
S26,N4,02:16:30,02:28:50,740
S11,N11,02:16:35,02:28:55,740
S13,N5,02:16:45,02:28:45,720
S16,N26,02:17:45,02:19:20,95
S25,N6,02:18:40,02:31:10,750
S25,N12,02:18:40,02:22:00,200
S15,N26,02:18:50,02:29:50,660
S1,N5,02:19:10,02:30:05,655
S11,N3,02:19:10,02:31:25,735
S13,N6,02:19:10,02:29:00,590
S26,N5,02:19:10,02:30:05,655
S12,N8,02:19:40,02:29:40,600
S1,N25,02:20:05,02:32:35,750
S26,N25,02:20:05,02:32:35,750
S14,N2,02:20:10,02:29:50,580
S12,N7,02:20:15,02:32:40,745
S13,N27,02:20:15,02:32:40,745
S17,N31,02:20:40,02:28:20,460
S25,N27,02:21:00,02:32:25,685
S14,N29,02:21:15,02:30:35,560
S13,N4,02:21:20,02:33:25,725
S25,N7,02:21:20,02:30:25,545
S11,N10,02:21:50,02:34:20,750
S13,N25,02:22:05,02:29:45,460
S14,N0,02:22:15,02:30:30,495
S17,N28,02:23:10,02:23:35,25
S1,N9,02:23:15,02:30:10,415
S26,N9,02:23:15,02:30:10,415
S10,N11,02:24:00,02:33:15,555
S12,N6,02:24:00,02:36:30,750
S15,N32,02:24:00,02:30:10,370
S15,N35,02:24:00,02:29:30,330
S16,N28,02:24:00,02:33:20,560
S14,N26,02:24:10,02:36:40,750
S12,N9,02:24:25,02:27:20,175
S25,N4,02:24:25,02:33:25,540
S25,N5,02:24:30,02:37:00,750
S16,N31,02:24:35,02:35:25,650
S11,N8,02:24:40,02:37:15,755
S24,N8,02:24:40,02:35:05,625
S13,N2,02:24:50,02:37:15,745
S12,N5,02:25:30,02:32:15,405
S24,N6,02:25:30,02:36:40,670
S13,N29,02:25:45,02:38:05,740
S24,N7,02:25:50,02:38:15,745
S13,N1,02:26:10,02:32:35,385
S13,N0,02:26:15,02:38:25,730
S25,N9,02:26:40,02:38:40,720
S11,N7,02:26:50,02:38:20,690
S10,N3,02:26:55,02:35:25,510
S12,N27,02:26:55,02:38:30,695
S14,N32,02:27:05,02:38:20,675
S25,N25,02:28:00,02:37:25,565
S13,N12,02:28:25,02:36:20,475
S15,N28,02:28:35,02:40:05,690
S12,N1,02:29:25,02:41:10,705
S10,N10,02:29:30,02:38:45,555
S24,N10,02:29:35,02:35:10,335
S15,N31,02:29:50,02:41:55,725
S23,N8,02:29:50,02:42:20,750
S12,N4,02:29:55,02:37:30,455
S14,N19,02:30:05,02:36:45,400
S11,N6,02:31:00,02:42:00,660
S13,N26,02:31:10,02:42:35,685
S12,N2,02:31:35,02:43:10,695
S24,N27,02:31:35,02:34:20,165
S10,N8,02:31:40,02:42:40,660
S24,N5,02:31:55,02:42:20,625
S12,N12,02:32:15,02:44:10,715
S12,N29,02:32:15,02:44:10,715
S12,N0,02:32:25,02:44:40,735
S13,N32,02:32:30,02:45:00,750
S23,N7,02:32:30,02:44:05,695
S23,N10,02:32:30,02:44:15,705
S24,N9,02:32:40,02:45:05,745
S13,N19,02:33:30,02:44:30,660
S14,N28,02:34:05,02:46:30,745
S13,N16,02:34:50,02:42:35,465
S11,N1,02:35:15,02:47:40,745
S14,N31,02:35:40,02:48:10,750
S23,N3,02:35:40,02:44:25,525
S11,N27,02:36:45,02:41:40,295
S22,N8,02:37:00,02:47:40,640
S10,N7,02:37:15,02:40:30,195
S11,N12,02:38:10,02:50:40,750
S12,N17,02:38:20,02:46:05,465
S22,N10,02:38:20,02:50:45,745
S13,N13,02:38:25,02:44:10,345
S12,N16,02:38:45,02:49:50,665
S12,N19,02:38:45,02:51:05,740
S12,N32,02:39:05,02:51:20,735
S22,N3,02:39:50,02:52:10,740
S12,N26,02:40:00,02:47:50,470
S13,N28,02:40:15,02:52:50,755
S11,N0,02:40:25,02:50:10,585
S11,N2,02:40:35,02:47:45,430
S23,N9,02:40:35,02:50:25,590
S11,N29,02:40:50,02:49:15,505
S22,N11,02:41:35,02:51:45,610
S12,N13,02:41:50,02:51:25,575
S13,N31,02:41:55,02:54:30,755
S11,N17,02:42:10,02:53:20,670
S22,N7,02:42:35,02:47:05,270
S10,N1,02:42:55,02:53:15,620
S11,N16,02:44:05,02:56:20,735
S11,N23,02:44:20,02:49:15,295
S11,N19,02:44:50,02:57:30,760
S10,N12,02:45:30,02:56:35,665
S21,N3,02:46:05,02:58:25,740
S11,N32,02:46:20,02:57:40,680
S21,N10,02:46:20,02:55:50,570
S21,N11,02:46:20,02:58:50,750
S12,N28,02:46:30,02:59:10,760
S11,N13,02:46:40,02:57:50,670
S10,N23,02:47:10,02:57:10,600
S11,N21,02:47:25,02:53:55,390
S10,N17,02:47:30,02:59:50,740
S11,N30,02:47:40,02:52:40,300
S12,N31,02:48:15,03:00:00,705
S12,N34,02:48:55,02:51:40,165
S11,N22,02:49:15,02:52:30,195
S10,N14,02:50:00,02:58:05,485
S10,N16,02:50:05,03:00:00,595
S10,N30,02:51:00,02:59:50,530
S10,N0,02:51:15,02:54:00,165
S10,N21,02:51:20,03:00:00,520
S10,N19,02:51:30,03:00:00,510
S9,N23,02:52:00,03:00:00,480
S10,N13,02:52:05,03:00:00,475
S10,N22,02:52:05,02:59:55,470
S10,N18,02:52:30,02:56:00,210
S11,N34,02:52:40,02:57:55,315
S9,N24,02:52:45,03:00:00,435
S20,N11,02:52:50,03:00:00,430
S11,N28,02:52:55,03:00:00,425
S9,N15,02:53:15,02:59:10,355
S9,N1,02:53:20,02:57:15,235
S9,N17,02:53:40,03:00:00,380
S10,N32,02:53:55,03:00:00,365
S9,N12,02:54:05,03:00:00,355
S20,N3,02:54:05,03:00:00,355
