Source,Target,StartTime,EndTime,Duration
S4,N19,00:23:55,01-Jan-2024 00:36:30,755
S3,N10,00:24:15,01-Jan-2024 00:34:55,640
S23,N1,00:24:20,01-Jan-2024 00:34:50,630
S2,N2,00:24:25,01-Jan-2024 00:35:55,690
S1,N4,00:24:30,01-Jan-2024 00:36:20,710
S4,N14,00:24:35,01-Jan-2024 00:37:10,755
S2,N15,00:24:55,01-Jan-2024 00:35:35,640
S2,N21,00:26:30,01-Jan-2024 00:36:30,600
S16,N14,00:26:45,01-Jan-2024 00:33:20,395
S2,N16,00:27:05,01-Jan-2024 00:35:25,500
S4,N18,00:27:20,01-Jan-2024 00:38:10,650
S24,N8,00:27:25,01-Jan-2024 00:38:20,655
S16,N19,00:28:10,01-Jan-2024 00:31:35,205
S23,N9,00:28:10,01-Jan-2024 00:39:40,690
S3,N11,00:28:15,01-Jan-2024 00:38:10,595
S4,N8,00:28:25,01-Jan-2024 00:29:45,80
S23,N8,00:28:30,01-Jan-2024 00:38:40,610
S24,N18,00:29:00,01-Jan-2024 00:39:30,630
S24,N9,00:29:10,01-Jan-2024 00:37:05,475
S2,N23,00:29:20,01-Jan-2024 00:38:05,525
S16,N18,00:29:20,01-Jan-2024 00:38:55,575
S13,N18,00:30:25,01-Jan-2024 00:38:50,505
S15,N7,00:31:10,01-Jan-2024 00:40:30,560
S15,N20,00:31:10,01-Jan-2024 00:40:30,560
S3,N7,00:31:30,01-Jan-2024 00:42:40,670
S3,N20,00:31:30,01-Jan-2024 00:42:40,670
S15,N14,00:31:40,01-Jan-2024 00:42:55,675
S15,N19,00:31:45,01-Jan-2024 00:42:15,630
S22,N9,00:31:45,01-Jan-2024 00:38:20,395
S14,N22,00:32:10,01-Jan-2024 00:39:15,425
S1,N2,00:32:20,01-Jan-2024 00:45:10,770
S1,N15,00:32:20,01-Jan-2024 00:45:10,770
S24,N14,00:32:30,01-Jan-2024 00:43:15,645
S24,N19,00:32:35,01-Jan-2024 00:43:40,665
S1,N24,00:32:50,01-Jan-2024 00:42:20,570
S3,N19,00:33:00,01-Jan-2024 00:43:40,640
S13,N14,00:33:15,01-Jan-2024 00:43:05,590
S1,N16,00:33:20,01-Jan-2024 00:45:40,740
S24,N7,00:33:20,01-Jan-2024 00:44:40,680
S24,N20,00:33:20,01-Jan-2024 00:44:40,680
S1,N5,00:33:30,01-Jan-2024 00:43:10,580
S3,N14,00:33:30,01-Jan-2024 00:44:25,655
S2,N22,00:33:55,01-Jan-2024 00:43:35,580
S13,N19,00:33:55,01-Jan-2024 00:43:15,560
S23,N11,00:35:05,01-Jan-2024 00:46:15,670
S24,N11,00:35:05,01-Jan-2024 00:45:05,600
S13,N7,00:35:15,01-Jan-2024 00:44:10,535
S13,N20,00:35:15,01-Jan-2024 00:44:10,535
S15,N18,00:35:50,01-Jan-2024 00:47:05,675
S12,N14,00:36:40,01-Jan-2024 00:41:05,265
S23,N7,00:36:40,01-Jan-2024 00:43:10,390
S23,N20,00:36:40,01-Jan-2024 00:43:10,390
S23,N10,00:36:45,01-Jan-2024 00:48:00,675
S23,N19,00:37:35,01-Jan-2024 00:40:30,175
S12,N19,00:38:20,01-Jan-2024 00:40:25,125
S14,N7,00:38:25,01-Jan-2024 00:48:40,615
S14,N20,00:38:25,01-Jan-2024 00:48:40,615
S23,N17,00:38:35,01-Jan-2024 00:47:30,535
S22,N17,00:38:40,01-Jan-2024 00:50:05,685
S23,N22,00:38:55,01-Jan-2024 00:50:25,690
S22,N10,00:39:10,01-Jan-2024 00:48:25,555
S14,N19,00:39:25,01-Jan-2024 00:50:10,645
S14,N14,00:39:35,01-Jan-2024 00:50:55,680
S24,N10,00:39:55,01-Jan-2024 00:44:25,270
S24,N22,00:40:00,01-Jan-2024 00:48:45,525
S12,N7,00:40:10,01-Jan-2024 00:41:05,55
S12,N20,00:40:10,01-Jan-2024 00:41:05,55
S3,N18,00:41:15,01-Jan-2024 00:42:25,70
S22,N23,00:42:00,01-Jan-2024 00:53:35,695
S2,N7,00:42:35,01-Jan-2024 00:50:50,495
S2,N20,00:42:35,01-Jan-2024 00:50:50,495
S23,N23,00:42:35,01-Jan-2024 00:50:50,495
S22,N22,00:42:45,01-Jan-2024 00:49:50,425
S22,N13,00:43:20,01-Jan-2024 00:51:25,485
S22,N21,00:43:20,01-Jan-2024 00:54:50,690
S13,N22,00:43:30,01-Jan-2024 00:49:45,375
S21,N13,00:43:45,01-Jan-2024 00:55:25,700
S2,N19,00:44:00,01-Jan-2024 00:52:10,490
S2,N14,00:44:10,01-Jan-2024 00:53:10,540
S14,N18,00:44:25,01-Jan-2024 00:54:20,595
S1,N22,00:45:30,01-Jan-2024 00:52:35,425
S12,N22,00:46:05,01-Jan-2024 00:49:35,210
S23,N21,00:46:10,01-Jan-2024 00:50:25,255
S21,N21,00:47:20,01-Jan-2024 00:55:40,500
S22,N24,00:47:45,01-Jan-2024 00:58:10,625
S10,N5,00:48:15,01-Jan-2024 00:59:30,675
S9,N3,00:48:20,01-Jan-2024 01:00:05,705
S9,N6,00:48:35,01-Jan-2024 00:58:55,620
S11,N16,00:48:40,01-Jan-2024 00:59:25,645
S21,N12,00:48:55,01-Jan-2024 00:55:25,390
S10,N16,00:49:00,01-Jan-2024 01:00:20,680
S20,N12,00:49:20,01-Jan-2024 01:01:15,715
S23,N2,00:49:20,01-Jan-2024 00:59:25,605
S12,N16,00:49:25,01-Jan-2024 00:59:20,595
S21,N23,00:49:25,01-Jan-2024 00:51:05,100
S13,N16,00:49:30,01-Jan-2024 01:00:10,640
S24,N16,00:49:30,01-Jan-2024 01:00:15,645
S10,N3,00:49:35,01-Jan-2024 00:56:50,435
S11,N15,00:49:35,01-Jan-2024 01:00:45,670
S23,N15,00:49:35,01-Jan-2024 01:00:05,630
S23,N16,00:49:35,01-Jan-2024 01:00:55,680
S21,N24,00:49:40,01-Jan-2024 01:00:40,660
S22,N2,00:49:40,01-Jan-2024 01:01:15,695
S11,N2,00:49:50,01-Jan-2024 01:01:10,680
S13,N2,00:49:50,01-Jan-2024 01:01:05,675
S12,N2,00:49:55,01-Jan-2024 01:01:00,665
S12,N15,00:49:55,01-Jan-2024 01:00:40,645
S13,N15,00:49:55,01-Jan-2024 01:01:05,670
S11,N5,00:50:00,01-Jan-2024 00:57:35,455
S22,N15,00:50:15,01-Jan-2024 01:01:50,695
S24,N15,00:50:15,01-Jan-2024 00:59:30,555
S9,N5,00:50:20,01-Jan-2024 01:00:25,605
S10,N15,00:50:25,01-Jan-2024 01:01:30,665
S24,N2,00:50:25,01-Jan-2024 00:58:45,500
S8,N6,00:50:35,01-Jan-2024 01:01:25,650
S10,N2,00:51:00,01-Jan-2024 01:01:50,650
S24,N5,00:51:00,01-Jan-2024 01:02:20,680
S22,N16,00:51:15,01-Jan-2024 01:02:20,665
S1,N7,00:51:40,01-Jan-2024 01:02:00,620
S1,N20,00:51:40,01-Jan-2024 01:02:00,620
S13,N5,00:51:45,01-Jan-2024 00:59:55,490
S23,N5,00:51:45,01-Jan-2024 01:03:15,690
S12,N24,00:52:00,01-Jan-2024 01:02:30,630
S12,N21,00:52:10,01-Jan-2024 00:56:50,280
S13,N24,00:52:20,01-Jan-2024 01:00:55,515
S12,N5,00:52:25,01-Jan-2024 00:57:10,285
S1,N19,00:52:45,01-Jan-2024 01:03:30,645
S11,N24,00:52:50,01-Jan-2024 01:03:25,635
S1,N14,00:52:55,01-Jan-2024 01:04:15,680
S9,N16,00:53:50,01-Jan-2024 00:59:15,325
S22,N5,00:53:50,01-Jan-2024 01:04:45,655
S24,N3,00:53:50,01-Jan-2024 01:04:50,660
S21,N4,00:53:55,01-Jan-2024 01:03:40,585
S8,N3,00:54:00,01-Jan-2024 00:59:20,320
S21,N2,00:54:20,01-Jan-2024 01:02:15,475
S23,N3,00:54:50,01-Jan-2024 01:06:15,685
S21,N15,00:55:15,01-Jan-2024 01:02:35,440
S10,N24,00:55:25,01-Jan-2024 01:04:00,515
S20,N4,00:56:00,01-Jan-2024 01:07:45,705
S9,N15,00:56:05,01-Jan-2024 01:00:05,240
S24,N6,00:56:50,01-Jan-2024 01:07:10,620
S22,N3,00:57:10,01-Jan-2024 01:08:05,655
S12,N4,00:57:20,01-Jan-2024 01:08:35,675
S13,N4,00:57:35,01-Jan-2024 01:08:05,630
S1,N18,00:57:40,01-Jan-2024 01:07:40,600
S11,N4,00:57:40,01-Jan-2024 01:08:15,635
S10,N4,00:57:45,01-Jan-2024 01:08:45,660
S23,N6,00:57:45,01-Jan-2024 01:09:05,680
S21,N16,00:58:25,01-Jan-2024 01:01:45,200
S9,N4,00:58:50,01-Jan-2024 01:10:25,695
S22,N6,00:59:45,01-Jan-2024 01:11:10,685
S21,N5,01:00:10,01-Jan-2024 01:05:25,315
S11,N12,01:01:10,01-Jan-2024 01:10:00,530
S21,N3,01:01:55,01-Jan-2024 01:10:20,505
S10,N12,01:02:40,01-Jan-2024 01:12:20,580
S12,N12,01:02:45,01-Jan-2024 01:05:30,165
S21,N6,01:03:15,01-Jan-2024 01:14:05,650
S8,N4,01:03:25,01-Jan-2024 01:11:50,505
S9,N12,01:05:50,01-Jan-2024 01:14:40,530
S20,N6,01:09:05,01-Jan-2024 01:18:00,535
S8,N12,01:12:05,01-Jan-2024 01:16:50,285
S19,N6,01:16:55,01-Jan-2024 01:23:35,400
S6,N6,01:24:15,01-Jan-2024 01:32:25,490
S5,N6,01:30:45,01-Jan-2024 01:42:30,705
S5,N3,01:34:50,01-Jan-2024 01:42:35,465
S17,N12,01:37:10,01-Jan-2024 01:38:00,50
S16,N6,01:38:20,01-Jan-2024 01:51:00,760
S4,N12,01:40:25,01-Jan-2024 01:51:40,675
S16,N3,01:40:45,01-Jan-2024 01:53:30,765
S7,N1,01:43:05,01-Jan-2024 01:54:50,705
S17,N13,01:43:55,01-Jan-2024 01:47:10,195
S16,N5,01:44:10,01-Jan-2024 01:54:50,640
S18,N9,01:45:15,01-Jan-2024 01:57:35,740
S4,N13,01:46:45,01-Jan-2024 01:59:15,750
S17,N17,01:47:20,01-Jan-2024 01:57:25,605
S7,N8,01:47:25,01-Jan-2024 01:52:05,280
S3,N12,01:47:45,01-Jan-2024 02:00:00,735
S18,N8,01:47:50,01-Jan-2024 02:00:00,730
S16,N16,01:48:45,01-Jan-2024 01:53:40,295
S18,N1,01:49:15,01-Jan-2024 01:57:40,505
S15,N6,01:49:25,01-Jan-2024 01:56:20,415
S17,N10,01:49:45,01-Jan-2024 02:00:00,615
S15,N3,01:50:10,01-Jan-2024 02:00:00,590
S4,N21,01:50:50,01-Jan-2024 02:00:00,550
S15,N5,01:51:35,01-Jan-2024 02:00:00,505
S3,N4,01:51:55,01-Jan-2024 01:58:25,390
S4,N23,01:52:10,01-Jan-2024 02:00:00,470
S17,N11,01:52:10,01-Jan-2024 02:00:00,470
S18,N18,01:52:15,01-Jan-2024 02:00:00,465
S4,N17,01:53:05,01-Jan-2024 02:00:00,415
S15,N16,01:53:10,01-Jan-2024 02:00:00,410
S15,N15,01:53:15,01-Jan-2024 02:00:00,405
S14,N4,01:53:20,01-Jan-2024 02:00:00,400
S15,N2,01:53:50,01-Jan-2024 02:00:00,370
S24,N1,01:53:50,01-Jan-2024 02:00:00,370
S18,N19,01:54:10,01-Jan-2024 02:00:00,350
S17,N22,01:54:15,01-Jan-2024 01:58:40,265
S18,N14,01:54:25,01-Jan-2024 02:00:00,335
S17,N9,01:54:40,01-Jan-2024 01:59:30,290
S23,N1,01:54:50,01-Jan-2024 02:00:00,310
S3,N24,01:55:35,01-Jan-2024 02:00:00,265
S3,N13,01:55:40,01-Jan-2024 02:00:00,260
S17,N7,01:55:45,01-Jan-2024 02:00:00,255
S17,N20,01:55:45,01-Jan-2024 02:00:00,255
S4,N10,01:55:55,01-Jan-2024 02:00:00,245
S18,N7,01:56:10,01-Jan-2024 01:57:50,100
S18,N20,01:56:10,01-Jan-2024 01:57:50,100
S4,N22,01:56:35,01-Jan-2024 02:00:00,205
S17,N19,01:56:35,01-Jan-2024 02:00:00,205
S2,N4,01:57:15,01-Jan-2024 02:00:00,165
S17,N14,01:57:15,01-Jan-2024 02:00:00,165
S22,N1,01:57:20,01-Jan-2024 02:00:00,160
S24,N8,01:57:35,01-Jan-2024 02:00:00,145
S3,N21,01:57:55,01-Jan-2024 02:00:00,125
S17,N8,01:58:15,01-Jan-2024 02:00:00,105
S6,N18,01:59:00,01-Jan-2024 02:00:00,60
S24,N9,01:59:00,01-Jan-2024 02:00:00,60
S23,N9,01:59:15,01-Jan-2024 02:00:00,45
S23,N8,01:59:20,01-Jan-2024 02:00:00,40
S24,N18,01:59:30,01-Jan-2024 02:00:00,30
S17,N18,01:59:35,01-Jan-2024 02:00:00,25
S13,N18,01:59:50,01-Jan-2024 02:00:00,10
S2,N12,01:59:55,01-Jan-2024 02:00:00,5
S4,N11,01:59:55,01-Jan-2024 02:00:00,5
