Source,Target,StartTime,EndTime,Duration
S5,N11,01-Jan-2024 00:12:00,01-Jan-2024 00:23:00,660
S9,N12,01-Jan-2024 00:12:00,01-Jan-2024 00:20:00,480
S5,N16,01-Jan-2024 00:13:00,01-Jan-2024 00:22:00,540
S7,N15,01-Jan-2024 00:13:00,01-Jan-2024 00:21:00,480
S7,N19,01-Jan-2024 00:13:00,01-Jan-2024 00:17:00,240
S9,N14,01-Jan-2024 00:13:00,01-Jan-2024 00:21:00,480
S3,N19,01-Jan-2024 00:14:00,01-Jan-2024 00:24:00,600
S5,N12,01-Jan-2024 00:14:00,01-Jan-2024 00:22:00,480
S5,N14,01-Jan-2024 00:14:00,01-Jan-2024 00:23:00,540
S9,N16,01-Jan-2024 00:14:00,01-Jan-2024 00:20:00,360
S3,N15,01-Jan-2024 00:15:00,01-Jan-2024 00:27:00,720
S3,N20,01-Jan-2024 00:15:00,01-Jan-2024 00:17:00,120
S3,N13,01-Jan-2024 00:16:00,01-Jan-2024 00:24:00,480
S3,N17,01-Jan-2024 00:16:00,01-Jan-2024 00:26:00,600
S3,N18,01-Jan-2024 00:16:00,01-Jan-2024 00:26:00,600
S9,N11,01-Jan-2024 00:16:00,01-Jan-2024 00:21:00,300
S3,N11,01-Jan-2024 00:18:00,01-Jan-2024 00:29:00,660
S3,N14,01-Jan-2024 00:20:00,01-Jan-2024 00:30:00,600
S3,N16,01-Jan-2024 00:20:00,01-Jan-2024 00:30:00,600
S9,N15,01-Jan-2024 00:20:00,01-Jan-2024 00:22:00,120
S11,N14,01-Jan-2024 00:20:00,01-Jan-2024 00:25:00,300
S1,N15,01-Jan-2024 00:21:00,01-Jan-2024 00:33:00,720
S1,N19,01-Jan-2024 00:21:00,01-Jan-2024 00:32:00,660
S3,N12,01-Jan-2024 00:21:00,01-Jan-2024 00:30:00,540
S11,N11,01-Jan-2024 00:21:00,01-Jan-2024 00:28:00,420
S11,N16,01-Jan-2024 00:21:00,01-Jan-2024 00:25:00,240
S1,N18,01-Jan-2024 00:22:00,01-Jan-2024 00:34:00,720
S11,N15,01-Jan-2024 00:22:00,01-Jan-2024 00:31:00,540
S1,N13,01-Jan-2024 00:23:00,01-Jan-2024 00:34:00,660
S1,N17,01-Jan-2024 00:23:00,01-Jan-2024 00:34:00,660
S1,N11,01-Jan-2024 00:24:00,01-Jan-2024 00:35:00,660
S11,N18,01-Jan-2024 00:24:00,01-Jan-2024 00:29:00,300
S13,N11,01-Jan-2024 00:24:00,01-Jan-2024 00:35:00,660
S13,N12,01-Jan-2024 00:24:00,01-Jan-2024 00:34:00,600
S13,N14,01-Jan-2024 00:24:00,01-Jan-2024 00:34:00,600
S13,N16,01-Jan-2024 00:24:00,01-Jan-2024 00:35:00,660
S1,N16,01-Jan-2024 00:25:00,01-Jan-2024 00:36:00,660
S1,N20,01-Jan-2024 00:25:00,01-Jan-2024 00:29:00,240
S11,N17,01-Jan-2024 00:25:00,01-Jan-2024 00:28:00,180
S1,N12,01-Jan-2024 00:26:00,01-Jan-2024 00:37:00,660
S1,N14,01-Jan-2024 00:26:00,01-Jan-2024 00:37:00,660
S11,N19,01-Jan-2024 00:26:00,01-Jan-2024 00:31:00,300
S13,N15,01-Jan-2024 00:26:00,01-Jan-2024 00:36:00,600
S13,N17,01-Jan-2024 00:26:00,01-Jan-2024 00:37:00,660
S13,N18,01-Jan-2024 00:26:00,01-Jan-2024 00:37:00,660
S13,N13,01-Jan-2024 00:28:00,01-Jan-2024 00:39:00,660
S13,N19,01-Jan-2024 00:28:00,01-Jan-2024 00:38:00,600
S15,N12,01-Jan-2024 00:30:00,01-Jan-2024 00:38:00,480
S15,N14,01-Jan-2024 00:30:00,01-Jan-2024 00:36:00,360
S1,N7,01-Jan-2024 00:31:00,01-Jan-2024 00:39:00,480
S15,N16,01-Jan-2024 00:31:00,01-Jan-2024 00:36:00,300
S13,N20,01-Jan-2024 00:32:00,01-Jan-2024 00:42:00,600
S8,N5,01-Jan-2024 00:33:00,01-Jan-2024 00:44:00,660
S13,N6,01-Jan-2024 00:35:00,01-Jan-2024 00:40:00,300
S6,N9,01-Jan-2024 00:36:00,01-Jan-2024 00:43:00,420
S13,N3,01-Jan-2024 00:36:00,01-Jan-2024 00:46:00,600
S13,N8,01-Jan-2024 00:36:00,01-Jan-2024 00:46:00,600
S15,N7,01-Jan-2024 00:36:00,01-Jan-2024 00:45:00,540
S1,N2,01-Jan-2024 00:37:00,01-Jan-2024 00:42:00,300
S15,N2,01-Jan-2024 00:37:00,01-Jan-2024 00:48:00,660
S13,N4,01-Jan-2024 00:38:00,01-Jan-2024 00:46:00,480
S8,N1,01-Jan-2024 00:39:00,01-Jan-2024 00:49:00,600
S15,N6,01-Jan-2024 00:40:00,01-Jan-2024 00:46:00,360
S8,N10,01-Jan-2024 00:42:00,01-Jan-2024 00:48:00,360
S15,N1,01-Jan-2024 00:45:00,01-Jan-2024 00:53:00,480
S15,N10,01-Jan-2024 00:45:00,01-Jan-2024 00:49:00,240
S8,N2,01-Jan-2024 00:47:00,01-Jan-2024 00:57:00,600
S8,N6,01-Jan-2024 00:49:00,01-Jan-2024 01:00:00,660
S6,N3,01-Jan-2024 00:50:00,01-Jan-2024 00:59:00,540
S6,N4,01-Jan-2024 00:50:00,01-Jan-2024 00:56:00,360
S6,N8,01-Jan-2024 00:50:00,01-Jan-2024 00:58:00,480
S8,N7,01-Jan-2024 00:50:00,01-Jan-2024 01:00:00,600
S8,N4,01-Jan-2024 00:51:00,01-Jan-2024 00:52:00,60
S6,N20,01-Jan-2024 00:53:00,01-Jan-2024 01:00:00,420
S15,N9,01-Jan-2024 00:53:00,01-Jan-2024 01:00:00,420
S8,N13,01-Jan-2024 00:56:00,01-Jan-2024 01:00:00,240
S6,N19,01-Jan-2024 00:57:00,01-Jan-2024 01:00:00,180
S8,N12,01-Jan-2024 00:57:00,01-Jan-2024 01:00:00,180
S8,N16,01-Jan-2024 00:57:00,01-Jan-2024 01:00:00,180
S8,N17,01-Jan-2024 00:57:00,01-Jan-2024 01:00:00,180
S8,N18,01-Jan-2024 00:57:00,01-Jan-2024 01:00:00,180
S8,N20,01-Jan-2024 00:57:00,01-Jan-2024 01:00:00,180
S6,N13,01-Jan-2024 00:58:00,01-Jan-2024 01:00:00,120
S8,N11,01-Jan-2024 00:58:00,01-Jan-2024 01:00:00,120
S8,N14,01-Jan-2024 00:58:00,01-Jan-2024 01:00:00,120
S8,N19,01-Jan-2024 00:58:00,01-Jan-2024 01:00:00,120
S10,N12,01-Jan-2024 00:58:00,01-Jan-2024 01:00:00,120
S6,N17,01-Jan-2024 00:59:00,01-Jan-2024 01:00:00,60
S6,N18,01-Jan-2024 00:59:00,01-Jan-2024 01:00:00,60
S8,N15,01-Jan-2024 00:59:00,01-Jan-2024 01:00:00,60
S10,N14,01-Jan-2024 00:59:00,01-Jan-2024 01:00:00,60
S10,N16,01-Jan-2024 00:59:00,01-Jan-2024 01:00:00,60
