Source,Target,StartTime,EndTime,Duration
Sat10,Sensor17,00:00:00,00:09:45,585
Sat10,Sensor18,00:00:00,00:09:35,575
Sat10,Sensor19,00:00:00,00:09:30,570
Sat10,Sensor20,00:00:00,00:09:25,565
Sat10,Sensor21,00:00:00,00:09:50,590
Sat10,Sensor22,00:00:00,00:09:45,585
Sat10,Sensor23,00:00:00,00:09:40,580
Sat10,Sensor24,00:00:00,00:09:30,570
Sat10,Sensor25,00:00:00,00:09:25,565
Sat11,Sensor5,00:01:00,00:04:35,215
Sat11,Sensor4,00:01:10,00:04:40,210
Sat11,Sensor10,00:01:10,00:04:15,185
Sat11,Sensor9,00:01:20,00:04:20,180
Sat11,Sensor3,00:01:25,00:04:40,195
Sat11,Sensor2,00:01:35,00:04:45,190
Sat11,Sensor8,00:01:35,00:04:20,165
Sat11,Sensor15,00:01:35,00:03:55,140
Sat8,Sensor20,00:01:40,00:08:50,430
Sat8,Sensor25,00:01:40,00:09:00,440
Sat8,Sensor19,00:01:50,00:08:55,425
Sat8,Sensor24,00:01:50,00:09:05,435
Sat11,Sensor1,00:01:50,00:04:45,175
Sat11,Sensor7,00:01:50,00:04:20,150
Sat11,Sensor14,00:01:50,00:04:00,130
Sat11,Sensor20,00:01:50,00:03:30,100
Sat8,Sensor10,00:01:55,00:08:35,400
Sat8,Sensor15,00:01:55,00:08:45,410
Sat8,Sensor14,00:02:00,00:08:50,410
Sat8,Sensor18,00:02:00,00:09:00,420
Sat8,Sensor23,00:02:00,00:09:10,430
Sat8,Sensor5,00:02:05,00:08:30,385
Sat8,Sensor9,00:02:05,00:08:40,395
Sat8,Sensor22,00:02:05,00:09:15,430
Sat11,Sensor6,00:02:05,00:04:25,140
Sat11,Sensor13,00:02:05,00:04:00,115
Sat8,Sensor8,00:02:10,00:08:45,395
Sat8,Sensor13,00:02:10,00:08:55,405
Sat8,Sensor17,00:02:10,00:09:05,415
Sat11,Sensor19,00:02:10,00:03:25,75
Sat8,Sensor4,00:02:15,00:08:35,380
Sat8,Sensor16,00:02:15,00:09:10,415
Sat8,Sensor21,00:02:15,00:09:25,430
Sat8,Sensor7,00:02:20,00:08:50,390
Sat8,Sensor12,00:02:20,00:09:00,400
Sat11,Sensor12,00:02:20,00:03:55,95
Sat8,Sensor3,00:02:25,00:08:40,375
Sat8,Sensor11,00:02:25,00:09:10,405
Sat8,Sensor6,00:02:30,00:08:55,385
Sat8,Sensor2,00:02:35,00:08:45,370
Sat11,Sensor18,00:02:35,00:03:20,45
Sat8,Sensor1,00:02:40,00:08:50,370
Sat11,Sensor11,00:02:40,00:03:50,70
Sat31,Sensor21,00:39:50,00:48:30,520
Sat31,Sensor11,00:39:55,00:48:15,500
Sat31,Sensor16,00:40:00,00:48:25,505
Sat31,Sensor22,00:40:00,00:48:35,515
Sat31,Sensor1,00:40:05,00:48:00,475
Sat31,Sensor6,00:40:05,00:48:10,485
Sat31,Sensor12,00:40:10,00:48:20,490
Sat31,Sensor17,00:40:10,00:48:30,500
Sat31,Sensor23,00:40:10,00:48:40,510
Sat31,Sensor2,00:40:20,00:48:05,465
Sat31,Sensor7,00:40:20,00:48:15,475
Sat31,Sensor13,00:40:20,00:48:25,485
Sat31,Sensor18,00:40:20,00:48:35,495
Sat31,Sensor24,00:40:20,00:48:45,505
Sat31,Sensor3,00:40:30,00:48:10,460
Sat31,Sensor8,00:40:30,00:48:20,470
Sat31,Sensor14,00:40:30,00:48:30,480
Sat31,Sensor19,00:40:30,00:48:40,490
Sat31,Sensor25,00:40:30,00:48:50,500
Sat31,Sensor4,00:40:40,00:48:15,455
Sat31,Sensor9,00:40:40,00:48:25,465
Sat31,Sensor15,00:40:40,00:48:35,475
Sat31,Sensor20,00:40:40,00:48:45,485
Sat31,Sensor5,00:40:50,00:48:20,450
Sat31,Sensor10,00:40:50,00:48:30,460
Sat30,Sensor11,00:41:40,00:55:10,810
Sat30,Sensor21,00:41:40,00:55:15,815
Sat30,Sensor1,00:41:45,00:55:10,805
Sat30,Sensor6,00:41:45,00:55:15,810
Sat30,Sensor16,00:41:45,00:55:15,810
Sat30,Sensor2,00:41:50,00:55:15,805
Sat30,Sensor12,00:41:50,00:55:20,810
Sat30,Sensor22,00:41:50,00:55:20,810
Sat30,Sensor7,00:41:55,00:55:20,805
Sat30,Sensor13,00:41:55,00:55:25,810
Sat30,Sensor17,00:41:55,00:55:25,810
Sat30,Sensor23,00:41:55,00:55:30,815
Sat30,Sensor3,00:42:00,00:55:25,805
Sat30,Sensor8,00:42:00,00:55:30,810
Sat30,Sensor18,00:42:00,00:55:30,810
Sat30,Sensor4,00:42:05,00:55:30,805
Sat30,Sensor14,00:42:05,00:55:35,810
Sat30,Sensor24,00:42:05,00:55:35,810
Sat30,Sensor9,00:42:10,00:55:35,805
Sat30,Sensor19,00:42:10,00:55:40,810
Sat30,Sensor25,00:42:10,00:55:45,815
Sat30,Sensor5,00:42:15,00:55:40,805
Sat30,Sensor15,00:42:15,00:55:40,805
Sat30,Sensor20,00:42:15,00:55:45,810
Sat30,Sensor10,00:42:20,00:55:45,805
Sat29,Sensor1,00:46:00,00:59:15,795
Sat29,Sensor11,00:46:00,00:59:10,790
Sat29,Sensor2,00:46:05,00:59:20,795
Sat29,Sensor6,00:46:05,00:59:15,790
Sat29,Sensor16,00:46:05,00:59:10,785
Sat29,Sensor21,00:46:05,00:59:05,780
Sat29,Sensor7,00:46:10,00:59:25,795
Sat29,Sensor12,00:46:10,00:59:15,785
Sat29,Sensor22,00:46:10,00:59:15,785
Sat29,Sensor3,00:46:15,00:59:30,795
Sat29,Sensor13,00:46:15,00:59:25,790
Sat29,Sensor17,00:46:15,00:59:20,785
Sat29,Sensor4,00:46:20,00:59:35,795
Sat29,Sensor8,00:46:20,00:59:30,790
Sat29,Sensor18,00:46:20,00:59:25,785
Sat29,Sensor23,00:46:20,00:59:20,780
Sat29,Sensor9,00:46:25,00:59:40,795
Sat29,Sensor14,00:46:25,00:59:30,785
Sat29,Sensor24,00:46:25,00:59:30,785
Sat29,Sensor5,00:46:30,00:59:45,795
Sat29,Sensor15,00:46:30,00:59:40,790
Sat29,Sensor19,00:46:30,00:59:35,785
Sat29,Sensor10,00:46:35,00:59:45,790
Sat29,Sensor20,00:46:35,00:59:40,785
Sat29,Sensor25,00:46:35,00:59:35,780
Sat28,Sensor1,00:54:35,00:59:15,280
Sat28,Sensor2,00:54:45,00:59:20,275
Sat28,Sensor6,00:54:55,00:59:00,245
Sat28,Sensor3,00:55:00,00:59:25,265
Sat28,Sensor7,00:55:05,00:59:05,240
Sat28,Sensor11,00:55:05,00:58:45,220
Sat28,Sensor4,00:55:10,00:59:25,255
Sat28,Sensor12,00:55:15,00:58:45,210
Sat28,Sensor5,00:55:20,00:59:30,250
Sat28,Sensor8,00:55:20,00:59:10,230
Sat28,Sensor9,00:55:30,00:59:10,220
Sat28,Sensor13,00:55:30,00:58:50,200
Sat28,Sensor16,00:55:30,00:58:25,175
Sat28,Sensor14,00:55:40,00:58:50,190
Sat28,Sensor17,00:55:40,00:58:25,165
Sat28,Sensor10,00:55:45,00:59:15,210
Sat28,Sensor21,00:55:45,00:57:55,130
Sat28,Sensor15,00:55:55,00:58:55,180
Sat28,Sensor18,00:55:55,00:58:30,155
Sat28,Sensor22,00:56:00,00:58:00,120
Sat28,Sensor19,00:56:10,00:58:30,140
Sat28,Sensor23,00:56:20,00:57:55,95
Sat28,Sensor20,00:56:30,00:58:25,115
Sat28,Sensor24,00:56:40,00:57:50,70
Sat28,Sensor25,00:57:05,00:57:40,35
Sat21,Sensor25,01:16:25,01:27:55,690
Sat21,Sensor20,01:16:30,01:28:00,690
Sat21,Sensor24,01:16:30,01:27:50,680
Sat21,Sensor10,01:16:35,01:28:10,695
Sat21,Sensor15,01:16:35,01:28:05,690
Sat21,Sensor19,01:16:35,01:27:55,680
Sat21,Sensor9,01:16:40,01:28:05,685
Sat21,Sensor14,01:16:40,01:28:00,680
Sat21,Sensor18,01:16:40,01:27:55,675
Sat21,Sensor23,01:16:40,01:27:50,670
Sat21,Sensor5,01:16:45,01:28:15,690
Sat21,Sensor8,01:16:45,01:28:05,680
Sat21,Sensor13,01:16:45,01:27:55,670
Sat21,Sensor17,01:16:45,01:27:50,665
Sat21,Sensor22,01:16:45,01:27:45,660
Sat21,Sensor4,01:16:50,01:28:10,680
Sat21,Sensor12,01:16:50,01:27:55,665
Sat21,Sensor16,01:16:50,01:27:45,655
Sat21,Sensor21,01:16:50,01:27:40,650
Sat21,Sensor3,01:16:55,01:28:05,670
Sat21,Sensor7,01:16:55,01:28:00,665
Sat21,Sensor2,01:17:00,01:28:05,665
Sat21,Sensor6,01:17:00,01:27:55,655
Sat21,Sensor11,01:17:00,01:27:50,650
Sat21,Sensor1,01:17:05,01:28:00,655
Sat20,Sensor21,01:17:35,01:30:50,795
Sat20,Sensor22,01:17:35,01:30:50,795
Sat20,Sensor23,01:17:35,01:30:45,790
Sat20,Sensor24,01:17:35,01:30:45,790
Sat20,Sensor25,01:17:35,01:30:40,785
Sat20,Sensor16,01:17:40,01:30:55,795
Sat20,Sensor17,01:17:40,01:30:50,790
Sat20,Sensor18,01:17:40,01:30:50,790
Sat20,Sensor19,01:17:40,01:30:45,785
Sat20,Sensor20,01:17:40,01:30:45,785
Sat20,Sensor11,01:17:45,01:31:00,795
Sat20,Sensor12,01:17:45,01:30:55,790
Sat20,Sensor13,01:17:45,01:30:55,790
Sat20,Sensor14,01:17:45,01:30:50,785
Sat20,Sensor15,01:17:45,01:30:50,785
Sat20,Sensor1,01:17:50,01:31:05,795
Sat20,Sensor2,01:17:50,01:31:05,795
Sat20,Sensor6,01:17:50,01:31:00,790
Sat20,Sensor7,01:17:50,01:31:00,790
Sat20,Sensor8,01:17:50,01:30:55,785
Sat20,Sensor9,01:17:50,01:30:55,785
Sat20,Sensor10,01:17:50,01:30:50,780
Sat20,Sensor3,01:17:55,01:31:05,790
Sat20,Sensor4,01:17:55,01:31:00,785
Sat20,Sensor5,01:17:55,01:31:00,785
Sat19,Sensor21,01:23:15,01:30:30,435
Sat19,Sensor11,01:23:25,01:30:40,435
Sat19,Sensor16,01:23:25,01:30:30,425
Sat19,Sensor22,01:23:30,01:30:20,410
Sat19,Sensor1,01:23:40,01:30:45,425
Sat19,Sensor6,01:23:40,01:30:35,415
Sat19,Sensor12,01:23:40,01:30:25,405
Sat19,Sensor17,01:23:40,01:30:15,395
Sat19,Sensor23,01:23:40,01:30:05,385
Sat19,Sensor2,01:23:50,01:30:35,405
Sat19,Sensor7,01:23:50,01:30:25,395
Sat19,Sensor13,01:23:50,01:30:10,380
Sat19,Sensor18,01:23:50,01:30:00,370
Sat19,Sensor24,01:23:50,01:29:50,360
Sat19,Sensor3,01:24:00,01:30:20,380
Sat19,Sensor8,01:24:05,01:30:10,365
Sat19,Sensor14,01:24:05,01:29:55,350
Sat19,Sensor19,01:24:05,01:29:45,340
Sat19,Sensor25,01:24:05,01:29:35,330
Sat19,Sensor4,01:24:15,01:30:05,350
Sat19,Sensor9,01:24:15,01:29:50,335
Sat19,Sensor15,01:24:20,01:29:40,320
Sat19,Sensor20,01:24:20,01:29:30,310
Sat19,Sensor5,01:24:30,01:29:45,315
Sat19,Sensor10,01:24:35,01:29:35,300
Sat10,Sensor5,01:31:05,01:43:10,725
Sat10,Sensor10,01:31:05,01:43:05,720
Sat10,Sensor4,01:31:10,01:43:20,730
Sat10,Sensor9,01:31:10,01:43:15,725
Sat10,Sensor15,01:31:10,01:43:10,720
Sat10,Sensor20,01:31:10,01:43:05,715
Sat10,Sensor8,01:31:15,01:43:20,725
Sat10,Sensor14,01:31:15,01:43:15,720
Sat10,Sensor19,01:31:15,01:43:15,720
Sat10,Sensor25,01:31:15,01:43:10,715
Sat10,Sensor3,01:31:20,01:43:25,725
Sat10,Sensor13,01:31:20,01:43:25,725
Sat10,Sensor18,01:31:20,01:43:20,720
Sat10,Sensor24,01:31:20,01:43:15,715
Sat10,Sensor2,01:31:25,01:43:35,730
Sat10,Sensor7,01:31:25,01:43:30,725
Sat10,Sensor23,01:31:25,01:43:25,720
Sat10,Sensor1,01:31:30,01:43:40,730
Sat10,Sensor6,01:31:30,01:43:35,725
Sat10,Sensor12,01:31:30,01:43:30,720
Sat10,Sensor17,01:31:30,01:43:25,715
Sat10,Sensor11,01:31:35,01:43:40,725
Sat10,Sensor16,01:31:35,01:43:35,720
Sat10,Sensor22,01:31:35,01:43:30,715
Sat10,Sensor21,01:31:40,01:43:35,715
Sat9,Sensor10,01:31:50,01:44:35,765
Sat9,Sensor5,01:31:55,01:44:35,760
Sat9,Sensor15,01:31:55,01:44:40,765
Sat9,Sensor20,01:31:55,01:44:40,765
Sat9,Sensor25,01:31:55,01:44:45,770
Sat9,Sensor4,01:32:00,01:44:40,760
Sat9,Sensor9,01:32:00,01:44:40,760
Sat9,Sensor19,01:32:00,01:44:45,765
Sat9,Sensor8,01:32:05,01:44:45,760
Sat9,Sensor14,01:32:05,01:44:45,760
Sat9,Sensor18,01:32:05,01:44:50,765
Sat9,Sensor24,01:32:05,01:44:50,765
Sat9,Sensor3,01:32:10,01:44:45,755
Sat9,Sensor13,01:32:10,01:44:50,760
Sat9,Sensor23,01:32:10,01:44:55,765
Sat9,Sensor2,01:32:15,01:44:55,760
Sat9,Sensor7,01:32:15,01:44:50,755
Sat9,Sensor12,01:32:15,01:44:55,760
Sat9,Sensor17,01:32:15,01:44:55,760
Sat9,Sensor6,01:32:20,01:45:00,760
Sat9,Sensor16,01:32:20,01:45:00,760
Sat9,Sensor22,01:32:20,01:45:00,760
Sat9,Sensor1,01:32:25,01:45:00,755
Sat9,Sensor11,01:32:25,01:45:05,760
Sat9,Sensor21,01:32:25,01:45:05,760
Sat11,Sensor5,01:33:35,01:38:35,300
Sat11,Sensor4,01:33:40,01:38:45,305
Sat11,Sensor10,01:33:40,01:38:20,280
Sat11,Sensor3,01:33:45,01:38:55,310
Sat11,Sensor9,01:33:45,01:38:30,285
Sat11,Sensor2,01:33:55,01:39:00,305
Sat11,Sensor8,01:33:55,01:38:40,285
Sat11,Sensor15,01:33:55,01:38:15,260
Sat11,Sensor1,01:34:00,01:39:10,310
Sat11,Sensor7,01:34:00,01:38:45,285
Sat11,Sensor14,01:34:00,01:38:25,265
Sat11,Sensor20,01:34:05,01:38:00,235
Sat11,Sensor6,01:34:10,01:38:55,285
Sat11,Sensor13,01:34:10,01:38:30,260
Sat11,Sensor19,01:34:10,01:38:05,235
Sat8,Sensor10,01:34:15,01:44:10,595
Sat8,Sensor20,01:34:15,01:44:20,605
Sat8,Sensor25,01:34:15,01:44:25,610
Sat11,Sensor12,01:34:15,01:38:40,265
Sat8,Sensor5,01:34:20,01:44:05,585
Sat8,Sensor15,01:34:20,01:44:15,595
Sat8,Sensor19,01:34:20,01:44:25,605
Sat11,Sensor18,01:34:20,01:38:15,235
Sat8,Sensor9,01:34:25,01:44:15,590
Sat8,Sensor24,01:34:25,01:44:30,605
Sat11,Sensor11,01:34:25,01:38:45,260
Sat11,Sensor17,01:34:25,01:38:25,240
Sat11,Sensor25,01:34:25,01:37:50,205
Sat8,Sensor4,01:34:30,01:44:10,580
Sat8,Sensor14,01:34:30,01:44:20,590
Sat8,Sensor18,01:34:30,01:44:25,595
Sat11,Sensor24,01:34:30,01:37:55,205
Sat8,Sensor8,01:34:35,01:44:15,580
Sat8,Sensor13,01:34:35,01:44:25,590
Sat8,Sensor23,01:34:35,01:44:35,600
Sat11,Sensor16,01:34:35,01:38:30,235
Sat11,Sensor23,01:34:35,01:38:05,210
Sat8,Sensor3,01:34:40,01:44:10,570
Sat8,Sensor17,01:34:40,01:44:30,590
Sat8,Sensor7,01:34:45,01:44:20,575
Sat8,Sensor12,01:34:45,01:44:25,580
Sat8,Sensor22,01:34:45,01:44:35,590
Sat11,Sensor22,01:34:45,01:38:15,210
Sat8,Sensor2,01:34:50,01:44:15,565
Sat8,Sensor6,01:34:50,01:44:20,570
Sat8,Sensor16,01:34:50,01:44:35,585
Sat11,Sensor21,01:34:50,01:38:20,210
Sat8,Sensor11,01:34:55,01:44:30,575
Sat8,Sensor21,01:34:55,01:44:40,585
Sat8,Sensor1,01:35:00,01:44:20,560
